代碼,學校名稱,公/私立,縣市名稱,地址,電話,網址,備註,
061601,私立華盛頓國小,私立,[06]臺中市,[427]臺中市潭子區潭興路一段165巷300號,(04)25393299,http://www.wes.tc.edu.tw,
064601,市立豐原國小,公立,[06]臺中市,[420]臺中市豐原區新生北路155號,(04)25222066,http://www.fyes.tc.edu.tw,
064602,市立瑞穗國小,公立,[06]臺中市,[420]臺中市豐原區西安街72號,(04)25262064,http://www.rses.tc.edu.tw,
064603,市立南陽國小,公立,[06]臺中市,[420]臺中市豐原區中陽里南陽路440號,(04)25222521,http://www.nyes.tc.edu.tw,
064604,市立富春國小,公立,[06]臺中市,[420]臺中市豐原區豐西里中山路455號,(04)25222542,http://www.fcps.tc.edu.tw,
064605,市立豐村國小,公立,[06]臺中市,[420]臺中市豐原區水源路341號,(04)25222468,http://www.fces.tc.edu.tw,
064606,市立翁子國小,公立,[06]臺中市,[420]臺中市豐原區翁子里豐勢路2段290巷3號,(04)25223369,http://www.wtps.tc.edu.tw,
064607,市立豐田國小,公立,[06]臺中市,[420]臺中市豐原區田心路二段290號,(04)25262891,http://www.ftes.tc.edu.tw,
064608,市立合作國小,公立,[06]臺中市,[420]臺中市豐原區三村里西勢路410號,(04)25323241,http://www.htes.tc.edu.tw/,
064609,市立內埔國小,公立,[06]臺中市,[421]臺中市后里區文化路30號,(04)25562003,http://www.npps.tc.edu.tw,
064610,市立后里國小,公立,[06]臺中市,[421]臺中市后里區義里里甲后路一段168號,(04)25562294,http://163.17.62.7,
064611,市立月眉國小,公立,[06]臺中市,[421]臺中市后里區眉山里甲后路二段588號,(04)25562342,http://www.ymps.tc.edu.tw,
064612,市立七星國小,公立,[06]臺中市,[421]臺中市后里區墩南里南村路389號,(04)25562608,http://www.cshes.tc.edu.tw,
064613,市立育英國小,公立,[06]臺中市,[421]臺中市后里區太平里四月路23號,(04)25562374,http://163.17.154.3,
064614,市立后里區泰安國小,公立,[06]臺中市,[421]臺中市后里區泰安里安眉路5號,(04)25562364,http://www.taps.tc.edu.tw,
064615,市立神岡國小,公立,[06]臺中市,[429]臺中市神岡區神岡里神圳路1號,(04)25622406,http://www.skaes.tc.edu.tw,
064616,市立豐洲國小,公立,[06]臺中市,[429]臺中市神岡區豐洲里豐洲路482號,(04)25223351,http://www.pjes.tc.edu.tw,
064617,市立社口國小,公立,[06]臺中市,[429]臺中市神岡區社南里社南街136號,(04)25626834,http://www.skes.tc.edu.tw,
064618,市立圳堵國小,公立,[06]臺中市,[429]臺中市神岡區圳堵里五鄰三民路639號,(04)25623734,http://163.17.89.10,
064619,市立岸裡國小,公立,[06]臺中市,[429]臺中市神岡區中山路52號,(04)25222215,http://www2.olps.tc.edu.tw,
064620,市立大雅國小,公立,[06]臺中市,[428]臺中市大雅區二和里學府路230號,(04)25667766,http://www.tyaes.tc.edu.tw,
064621,市立三和國小,公立,[06]臺中市,[428]臺中市大雅區三和里春亭2街1號,(04)25664494,http://www.shes.tc.edu.tw,
064622,市立大明國小,公立,[06]臺中市,[428]臺中市大雅區中清路四段158號,(04)25651300,http://www.tmes.tc.edu.tw,
064623,市立上楓國小,公立,[06]臺中市,[428]臺中市大雅區上楓里楓林街232號,(04)25663664,http://www.sfes.tc.edu.tw,
064624,市立汝鎏國小,公立,[06]臺中市,[428]臺中市大雅區秀山里平和路238號,(04)25661454,http://www.rles.tc.edu.tw,
064625,市立陽明國小,公立,[06]臺中市,[428]臺中市大雅區秀山里秀山路365號,(04)25661554,http://www.ymies.tc.edu.tw,
064626,市立潭子國小,公立,[06]臺中市,[427]臺中市潭子區中山路二段435號,(04)25324610,http://www.tzps.tc.edu.tw,
064627,市立僑忠國小,公立,[06]臺中市,[427]臺中市潭子區中山路二段31號,(04)25324740,http://www.czes.tc.edu.tw,
064628,市立東寶國小,公立,[06]臺中市,[427]臺中市潭子區雅潭路三段2號,(04)25324564,http://www.tbes.tc.edu.tw,
064629,市立潭子區新興國小,公立,[06]臺中市,[427]臺中市潭子區潭興路一段25號,(04)25364571,http://www.hhes.tc.edu.tw,
064630,市立外埔國小,公立,[06]臺中市,[438]臺中市外埔區大同里外埔路878號,(04)26832865,http://www.wpes.tc.edu.tw,
064631,市立安定國小,公立,[06]臺中市,[438]臺中市外埔區土城里土城西路55號,(04)26831446,http://www.ades.tc.edu.tw,
064632,市立鐵山國小,公立,[06]臺中市,[438]臺中市外埔區鐵山里長生路576號,(04)26835033,http://www.tsps.tc.edu.tw,
064633,市立馬鳴國小,公立,[06]臺中市,[438]臺中市外埔區中山里東西巷13號,(04)26834114,http://www.mmps.tc.edu.tw,
064634,市立水美國小,公立,[06]臺中市,[438]臺中市外埔區水美里二崁路390巷63號,(04)26876508,http://www.smes.tc.edu.tw,
064635,市立東勢國小,公立,[06]臺中市,[423]臺中市東勢區廣興里第五橫街1號,(04)25873442,http://www.tses.tc.edu.tw,
064636,市立中山國小,公立,[06]臺中市,[423]臺中市東勢區泰昌里中泰街88號,(04)25872471,http://www.csps.tc.edu.tw,
064637,市立石城國小,公立,[06]臺中市,[423]臺中市東勢區茂興里石城街182巷26號,(04)25873152,http://www.sches.tc.edu.tw,
064638,市立東勢區成功國小,公立,[06]臺中市,[423]臺中市東勢區慶東里東關路298號,(04)25852040,http://www.ckaps.tc.edu.tw,
064639,市立石角國小,公立,[06]臺中市,[423]臺中市東勢區東坑路西盛巷22號,(04)25873011,http://www.sjps.tc.edu.tw,
064640,市立中科國小,公立,[06]臺中市,[423]臺中市東勢區東崎路4段92巷16號,(04)25872534,http://www.ckees.tc.edu.tw,
064641,市立新成國小,公立,[06]臺中市,[423]臺中市東勢區上城街260號,(04)25853447,http://tw.school.uschoolnet.com/?id=es00001246,
064642,市立明正國小,公立,[06]臺中市,[423]臺中市東勢區明正里東蘭路永盛巷57-1號,(04)25874455,http://tw.school.uschoolnet.com/?id=es00001243,
064643,市立石岡國小,公立,[06]臺中市,[422]臺中市石岡區石岡里石岡街123號,(04)25723006,http://www.skaps.tc.edu.tw,
064644,市立土牛國小,公立,[06]臺中市,[422]臺中市石岡區土牛里豐勢路308號,(04)25816043,http://www.tnps.tc.edu.tw,
064645,市立新社國小,公立,[06]臺中市,[426]臺中市新社區新社里興社街4段1巷2號,(04)25811204,http://www.hsps.tc.edu.tw/,
064646,市立新社區東興國小,公立,[06]臺中市,[426]臺中市新社區東興里興社街一段國校巷13號,(04)25811467,http://www.dxps.tc.edu.tw,
064647,市立大南國小,公立,[06]臺中市,[426]臺中市新社區大南里興中街47號,(04)25811574,http://www.dnps.tc.edu.tw,
064648,市立協成國小,公立,[06]臺中市,[426]臺中市新社區協成里興義街219號,(04)25813437,http://163.17.161.129,
064649,市立大林國小,公立,[06]臺中市,[426]臺中市新社區福興里美林38號,(04)25941995,http://www.dles.tc.edu.tw,
064650,市立崑山國小,公立,[06]臺中市,[426]臺中市新社區崑山里崑南街崑崙巷5-2號,(04)25812496,http://www.ksps.tc.edu.tw,
064651,市立中和國小,公立,[06]臺中市,[426]臺中市新社區中和里中興街129號,(04)25931001,http://www.ches.tc.edu.tw,
064652,市立清水國小,公立,[06]臺中市,[436]臺中市清水區光華路125號,(04)26222004,http://www.cses.tc.edu.tw,
064653,市立西寧國小,公立,[06]臺中市,[436]臺中市清水區西寧里五權東路50號,(04)26222430,http://www.hnes.tc.edu.tw,
064654,市立建國國小,公立,[06]臺中市,[436]臺中市清水區西社里建國路10號,(04)26262334,http://www.ggps.tc.edu.tw,
064655,市立大秀國小,公立,[06]臺中市,[436]臺中市清水區武鹿里五權路336號,(04)26263754,http://www.dases.tc.edu.tw,
064656,市立三田國小,公立,[06]臺中市,[436]臺中市清水區田寮里三田路4號,(04)26262400,http://www.stps.tc.edu.tw,
064657,市立甲南國小,公立,[06]臺中市,[436]臺中市清水區菁埔里臨海路26號,(04)26261834,http://www.jnes.tc.edu.tw,
064658,市立高美國小,公立,[06]臺中市,[436]臺中市清水區護岸路37號,(04)26112505,http://www.kmps.tc.edu.tw,
064659,市立大楊國小,公立,[06]臺中市,[436]臺中市清水區楊厝里鱉海路325號,(04)26200634,http://web.dayes.tc.edu.tw/drupal,
064660,市立東山國小,公立,[06]臺中市,[436]臺中市清水區東山里神清路6之1號,(04)26200517,http://163.17.161.1,
064661,市立梧棲國小,公立,[06]臺中市,[435]臺中市梧棲區民生街45號,(04)26562834,http://www.wcies.tc.edu.tw,
064662,市立梧南國小,公立,[06]臺中市,[435]臺中市梧棲區草湳里文化路一段6號,(04)26567968,http://www.wnps.tc.edu.tw,
064663,市立梧棲區中正國小,公立,[06]臺中市,[435]臺中市梧棲區福德里中央路二段15號,(04)26560844,http://www.ccps.tc.edu.tw,
064664,市立永寧國小,公立,[06]臺中市,[435]臺中市梧棲區中央路一段160號,(04)26394234,http://www.ynps.tc.edu.tw,
064665,市立大甲國小,公立,[06]臺中市,[437]臺中市大甲區文武里育德路233號,(04)26872048,http://www.tcps.tc.edu.tw,
064666,市立德化國小,公立,[06]臺中市,[437]臺中市大甲區和平路290號,(04)26874602,http://www.dwps.tc.edu.tw,
064667,市立大甲區文昌國小,公立,[06]臺中市,[437]臺中市大甲區育德路113號,(04)26872076,http://www.wcps.tc.edu.tw,
064668,市立順天國小,公立,[06]臺中市,[437]臺中市大甲區經國路168號,(04)26872040,http://www.stgs.tc.edu.tw,
064669,市立文武國小,公立,[06]臺中市,[437]臺中市大甲區武陵里文曲路61號,(04)26710928,http://www.wwps.tc.edu.tw,
064670,市立日南國小,公立,[06]臺中市,[437]臺中市大甲區中山路二段568號,(04)26813704,http://www.rnes.tc.edu.tw,
064671,市立東明國小,公立,[06]臺中市,[437]臺中市大甲區幸福里東明路93號,(04)26814404,http://www.dmes.tc.edu.tw,
064672,市立華龍國小,公立,[06]臺中市,[437]臺中市大甲區日南里工二路1號,(04)26811270,http://www.hlps.tc.edu.tw,
064673,市立西岐國小,公立,[06]臺中市,[437]臺中市大甲區西岐里順帆路96號,(04)26811747,http://www.hcps.tc.edu.tw,
064674,市立東陽國小,公立,[06]臺中市,[437]臺中市大甲區甲東路520號,(04)26876823,http://www.dyaes.tc.edu.tw,
064675,市立沙鹿國小,公立,[06]臺中市,[433]臺中市沙鹿區美仁里中正街3號,(04)26625014,http://www.sles.tc.edu.tw,
064676,市立文光國小,公立,[06]臺中市,[433]臺中市沙鹿區斗潭路文光巷12號,(04)26352806,http://163.17.210.1/index2.html,
064677,市立竹林國小,公立,[06]臺中市,[433]臺中市沙鹿區臺灣大道7段821號,(04)26620175,http://www.cles.tc.edu.tw/chulin/,
064678,市立北勢國小,公立,[06]臺中市,[433]臺中市沙鹿區六路里南陽路376號,(04)26315032,http://www.bses.tc.edu.tw,
064679,市立公明國小,公立,[06]臺中市,[433]臺中市沙鹿區公明里忠貞路213號,(04)26150963,http://www.kmes.tc.edu.tw,
064680,市立公館國小,公立,[06]臺中市,[433]臺中市沙鹿區西勢里中航路2段1號,(04)26154353,http://www.kkps.tc.edu.tw/kkes,
064681,市立鹿峰國小,公立,[06]臺中市,[433]臺中市沙鹿區鹿峰里星河路209號,(04)26224210,http://www.lfes.tc.edu.tw/index.htm,
064682,市立大安國小,公立,[06]臺中市,[439]臺中市大安區中庄里中山南路296號,(04)26713166,http://www.daes.tc.edu.tw,
064683,市立三光國小,公立,[06]臺中市,[439]臺中市大安區龜殼里3鄰中松路297號,(04)26710148,http://www.skps.tc.edu.tw,
064684,市立海墘國小,公立,[06]臺中市,[439]臺中市大安區海墘里大安港路1100號,(04)26876085,http://www.hices.tc.edu.tw,
064685,市立大安區永安國小,公立,[06]臺中市,[439]臺中市大安區永安里東西四路252號,(04)26874931,http://163.17.112.131,
064686,市立龍山國小,公立,[06]臺中市,[434]臺中市龍井區中山一路一段6號,(04)26352454,http://www.lsps.tc.edu.tw,
064687,市立龍井國小,公立,[06]臺中市,[434]臺中市龍井區龍西里龍門路51號,(04)26397131,http://www.ljes.tc.edu.tw,
064688,市立龍津國小,公立,[06]臺中市,[434]臺中市龍井區龍津里中央路一段165巷50號,(04)26393394,http://www.lges.tc.edu.tw,
064689,市立龍海國小,公立,[06]臺中市,[434]臺中市龍井區忠和里中央路3段206號,(04)26393334,http://www.lhes.tc.edu.tw,
064690,市立龍港國小,公立,[06]臺中市,[434]臺中市龍井區麗水里三港路1號,(04)26395586,http://www.lgps.tc.edu.tw,
064691,市立龍泉國小,公立,[06]臺中市,[434]臺中市龍井區龍泉里龍新路162號,(04)26353340,http://www.lces.tc.edu.tw,
064692,市立龍峰國小,公立,[06]臺中市,[434]臺中市龍井區新庄里中沙路2號,(04)26314707,http://www.lfps.tc.edu.tw,
064693,市立烏日國小,公立,[06]臺中市,[414]臺中市烏日區中山路二段196號,(04)23381242,http://www.wres.tc.edu.tw/schoolweb,
064694,市立僑仁國小,公立,[06]臺中市,[414]臺中市烏日區中山路一段341號,(04)23381241,http://www.cjes.tc.edu.tw/front/bin/home.phtml,
064695,市立喀哩國小,公立,[06]臺中市,[414]臺中市烏日區螺潭里溪南路二段370號,(04)23351016,http://www.kles.tc.edu.tw,
064696,市立東園國小,公立,[06]臺中市,[414]臺中市烏日區溪南路一段238巷198號,(04)23353092,http://163.17.34.1,
064697,市立溪尾國小,公立,[06]臺中市,[414]臺中市烏日區溪尾里溪岸路26號,(049)2523020,http://sfs.cwps.tc.edu.tw/school/web/index.php,
064698,市立旭光國小,公立,[06]臺中市,[414]臺中市烏日區成功西路13號,(04)23381847,http://www.xkes.tc.edu.tw/ssesjoom/,
064699,市立五光國小,公立,[06]臺中市,[414]臺中市烏日區光明里光明路40號,(04)23362276,http://www.wges.tc.edu.tw,
064700,市立大肚國小,公立,[06]臺中市,[432]臺中市大肚區頂街里華山路77號,(04)26992016,http://www.ttes.tc.edu.tw,
064701,市立瑞峰國小,公立,[06]臺中市,[432]臺中市大肚區太平路1號,(04)26911291,http://www.rfes.tc.edu.tw,
064702,市立永順國小,公立,[06]臺中市,[432]臺中市大肚區永順里文昌路2段586號,(04)26992461,http://163.17.192.129/new/web/index.php,
064703,市立追分國小,公立,[06]臺中市,[432]臺中市大肚區沙田路一段364號,(04)26932604,http://www.cfps.tc.edu.tw,
064704,市立大忠國小,公立,[06]臺中市,[432]臺中市大肚區沙田路一段854巷24號,(04)26993693,http://www.dcps.tc.edu.tw/1index.htm,
064705,市立大里國小,公立,[06]臺中市,[412]臺中市大里區新興路50號,(04)24066002,http://www.dlps.tc.edu.tw,
064706,市立內新國小,公立,[06]臺中市,[412]臺中市大里區東昇里日新路8號,(04)24852863,http://www.nhps.tc.edu.tw,
064707,市立崇光國小,公立,[06]臺中市,[412]臺中市大里區大明路181號,(04)24818836,http://www.cgps.tc.edu.tw/index.php,
