代碼,學校名稱,公/私立,縣市名稱,地址,location
064657,市立甲南國小,公立,[06]臺中市,[436]臺中市清水區菁埔里臨海路26號,24.3050139 120.5955893
064658,市立高美國小,公立,[06]臺中市,[436]臺中市清水區護岸路37號,24.3123827 120.5628243
064659,市立大楊國小,公立,[06]臺中市,[436]臺中市清水區楊厝里鱉海路325號,24.292239 120.609874
064660,市立東山國小,公立,[06]臺中市,[436]臺中市清水區東山里神清路6之1號,24.276637 120.6347209
064661,市立梧棲國小,公立,[06]臺中市,[435]臺中市梧棲區民生街45號,24.2530616 120.5311085
064662,市立梧南國小,公立,[06]臺中市,[435]臺中市梧棲區草湳里文化路一段6號,24.2487766 120.5287156
064663,市立梧棲區中正國小,公立,[06]臺中市,[435]臺中市梧棲區福德里中央路二段15號,24.2503883 120.5388391
064664,市立永寧國小,公立,[06]臺中市,[435]臺中市梧棲區中央路一段160號,24.2292256 120.5323025
064665,市立大甲國小,公立,[06]臺中市,[437]臺中市大甲區文武里育德路233號,24.3508271 120.6263633
064666,市立德化國小,公立,[06]臺中市,[437]臺中市大甲區和平路290號,24.3621955 120.6246009
064667,市立大甲區文昌國小,公立,[06]臺中市,[437]臺中市大甲區育德路113號,24.3479608 120.6243734
064668,市立順天國小,公立,[06]臺中市,[437]臺中市大甲區經國路168號,24.344242 120.618208
064669,市立文武國小,公立,[06]臺中市,[437]臺中市大甲區武陵里文曲路61號,24.3359958 120.6007773
064670,市立日南國小,公立,[06]臺中市,[437]臺中市大甲區中山路二段568號,24.3896612 120.654253
064671,市立東明國小,公立,[06]臺中市,[437]臺中市大甲區幸福里東明路93號,24.3747765 120.6805324
064672,市立華龍國小,公立,[06]臺中市,[437]臺中市大甲區日南里工二路1號,24.4058611 120.6480341
064673,市立西岐國小,公立,[06]臺中市,[437]臺中市大甲區西岐里順帆路96號,24.4202664 120.6284838
064674,市立東陽國小,公立,[06]臺中市,[437]臺中市大甲區甲東路520號,24.341066 120.6292
064675,市立沙鹿國小,公立,[06]臺中市,[433]臺中市沙鹿區美仁里中正街3號,24.2358016 120.5615708
064676,市立文光國小,公立,[06]臺中市,[433]臺中市沙鹿區斗潭路文光巷12號,24.2263396 120.5562021
064677,市立竹林國小,公立,[06]臺中市,[433]臺中市沙鹿區臺灣大道7段821號,24.238207 120.56722
064678,市立北勢國小,公立,[06]臺中市,[433]臺中市沙鹿區六路里南陽路376號,24.2169352 120.571552
064679,市立公明國小,公立,[06]臺中市,[433]臺中市沙鹿區公明里忠貞路213號,24.2431583 120.6097128
064680,市立公館國小,公立,[06]臺中市,[433]臺中市沙鹿區西勢里中航路2段1號,24.26364 120.5888676
064681,市立鹿峰國小,公立,[06]臺中市,[433]臺中市沙鹿區鹿峰里星河路209號,24.255608 120.570016
064682,市立大安國小,公立,[06]臺中市,[439]臺中市大安區中庄里中山南路296號,24.3446727 120.5879631
064683,市立三光國小,公立,[06]臺中市,[439]臺中市大安區龜殼里3鄰中松路297號,24.3549317 120.598942
064684,市立海墘國小,公立,[06]臺中市,[439]臺中市大安區海墘里大安港路1100號,24.3787522 120.5886583
064685,市立大安區永安國小,公立,[06]臺中市,[439]臺中市大安區永安里東西四路252號,24.382338 120.6062448
064686,市立龍山國小,公立,[06]臺中市,[434]臺中市龍井區中山一路一段6號,24.213445 120.5506255
064687,市立龍井國小,公立,[06]臺中市,[434]臺中市龍井區龍西里龍門路51號,24.1835 120.529482
064688,市立龍津國小,公立,[06]臺中市,[434]臺中市龍井區龍津里中央路一段165巷50號,24.2008125 120.5218474
064689,市立龍海國小,公立,[06]臺中市,[434]臺中市龍井區忠和里中央路3段206號,24.2157482 120.5262932
064690,市立龍港國小,公立,[06]臺中市,[434]臺中市龍井區麗水里三港路1號,24.1984574 120.5012605
064691,市立龍泉國小,公立,[06]臺中市,[434]臺中市龍井區龍泉里龍新路162號,24.1964241 120.5475812
064692,市立龍峰國小,公立,[06]臺中市,[434]臺中市龍井區新庄里中沙路2號,24.1795403 120.5760326
064693,市立烏日國小,公立,[06]臺中市,[414]臺中市烏日區中山路二段196號,24.1065103 120.6234451
064694,市立僑仁國小,公立,[06]臺中市,[414]臺中市烏日區中山路一段341號,24.1081172 120.6390398
064695,市立喀哩國小,公立,[06]臺中市,[414]臺中市烏日區螺潭里溪南路二段370號,24.0617297 120.6433596
064696,市立東園國小,公立,[06]臺中市,[414]臺中市烏日區溪南路一段238巷198號,24.0835231 120.6396254
064697,市立溪尾國小,公立,[06]臺中市,[414]臺中市烏日區溪尾里溪岸路26號,24.0369252 120.6434979
064698,市立旭光國小,公立,[06]臺中市,[414]臺中市烏日區成功西路13號,24.1145364 120.5991661
064699,市立五光國小,公立,[06]臺中市,[414]臺中市烏日區光明里光明路40號,24.0942831 120.6465583
064700,市立大肚國小,公立,[06]臺中市,[432]臺中市大肚區頂街里華山路77號,24.1551858 120.5457747
064701,市立瑞峰國小,公立,[06]臺中市,[432]臺中市大肚區太平路1號,24.1691937 120.5742255
064702,市立永順國小,公立,[06]臺中市,[432]臺中市大肚區永順里文昌路2段586號,24.1588422 120.5324161
064703,市立追分國小,公立,[06]臺中市,[432]臺中市大肚區沙田路一段364號,24.1220976 120.568222
064704,市立大忠國小,公立,[06]臺中市,[432]臺中市大肚區沙田路一段854巷24號,24.133188 120.5554511
064705,市立大里國小,公立,[06]臺中市,[412]臺中市大里區新興路50號,24.1005474 120.6770178
064706,市立內新國小,公立,[06]臺中市,[412]臺中市大里區東昇里日新路8號,24.1117491 120.694878
064707,市立崇光國小,公立,[06]臺中市,[412]臺中市大里區大明路181號,24.1151411 120.6845633
064708,市立塗城國小,公立,[06]臺中市,[412]臺中市大里區仁德里文化街120號,24.093045 120.7002823
064709,市立瑞城國小,公立,[06]臺中市,[412]臺中市大里區瑞城里美村街196號,24.0860899 120.7028425
064710,市立健民國小,公立,[06]臺中市,[412]臺中市大里區健民里校前路26號,24.0894118 120.7278994
064711,市立草湖國小,公立,[06]臺中市,[412]臺中市大里區西湖里西湖路32號,24.0782481 120.6899973
064712,市立霧峰國小,公立,[06]臺中市,[413]臺中市霧峰區中正路736號,24.0594348 120.6980481
064713,市立僑榮國小,公立,[06]臺中市,[413]臺中市霧峰區甲寅里民生路156號,24.0701972 120.7028117
064714,市立四德國小,公立,[06]臺中市,[413]臺中市霧峰區四德路504號,24.0608052 120.6677177
064715,市立五福國小,公立,[06]臺中市,[413]臺中市霧峰區五福里新埔路239號,24.0779356 120.6702278
064716,市立萬豐國小,公立,[06]臺中市,[413]臺中市霧峰區萬豐里中正路224號,24.0278443 120.6970097
064717,市立峰谷國小,公立,[06]臺中市,[413]臺中市霧峰區峰谷里峰谷路496號,24.0355504 120.7243858
064718,市立桐林國小,公立,[06]臺中市,[413]臺中市霧峰區民生路675號,24.065953 120.7355255
064719,市立復興國小,公立,[06]臺中市,[413]臺中市霧峰區坑口里信義路50號,24.0426953 120.6971973
064720,市立霧峰區光正國小,公立,[06]臺中市,[413]臺中市霧峰區豐正路566號,24.0362446 120.6683386
064721,市立太平區太平國小,公立,[06]臺中市,[411]臺中市太平區中平里中興路35號,24.1282627 120.7175221
064722,市立宜欣國小,公立,[06]臺中市,[411]臺中市太平區新平路二段100號,24.1395639 120.7150638
064723,市立新光國小,公立,[06]臺中市,[411]臺中市太平區新興里新興路200號,24.1593898 120.7063055
064724,市立坪林國小,公立,[06]臺中市,[411]臺中市太平區坪林里坪林路45號,24.1451345 120.7372977
064725,市立光隆國小,公立,[06]臺中市,[411]臺中市太平區光隆里光興路487巷5號,24.1288559 120.736023
064726,市立黃竹國小,公立,[06]臺中市,[411]臺中市太平區黃竹里竹村路41號,24.0837471 120.7524711
064727,市立頭汴國小,公立,[06]臺中市,[411]臺中市太平區頭汴里北田路20號,24.1232162 120.7514631
064728,市立東汴國小,公立,[06]臺中市,[411]臺中市太平區東汴里山田路100號,24.1177162 120.7958108
064729,市立和平區和平國小,公立,[06]臺中市,[424]臺中市和平區南勢里東關路三段54號,24.1680131 120.9031163
064730,市立福民國小,公立,[06]臺中市,[426]臺中市新社區福興里福民16-7號,24.1638393 120.881218
064731,市立白冷國小,公立,[06]臺中市,[424]臺中市和平區天輪里天輪巷42號,24.1820596 120.9264997
064732,市立博屋瑪國小,公立,[06]臺中市,[424]臺中市和平區達觀里育英巷6號,24.3277704 120.9207669
064733,市立中坑國小,公立,[06]臺中市,[424]臺中市和平區中坑里中坑巷41號,24.2451884 120.8865846
064734,市立平等國小,公立,[06]臺中市,[424]臺中市和平區中興路三段環山3巷35號,24.3175235 121.2934125
064735,市立博愛國小,公立,[06]臺中市,[424]臺中市和平區博愛里東關路一段松鶴三巷10號,24.172 120.9728688
064736,市立自由國小,公立,[06]臺中市,[424]臺中市和平區自由里東崎路二段49號,24.2912415 120.9079149
064737,市立梨山國(中)小,公立,[06]臺中市,[424]臺中市和平區梨山里福壽路10號,24.255649 121.259419
064738,市立益民國小,公立,[06]臺中市,[412]臺中市大里區益民路二段48號,24.106767 120.6872862
064739,市立槺榔國小,公立,[06]臺中市,[436]臺中市清水區中央路23-12號,24.2640093 120.5451803
064740,市立建平國小,公立,[06]臺中市,[411]臺中市太平區精美路201號,24.1241551 120.7246908
064741,市立潭陽國小,公立,[06]臺中市,[427]臺中市潭子區潭陽路19號,24.2130417 120.7101284
064742,市立太平區中華國小,公立,[06]臺中市,[411]臺中市太平區大源路1-20號,24.141621 120.729037
064743,市立九德國小,公立,[06]臺中市,[414]臺中市烏日區長春街300號,24.1096768 120.6391689
064744,市立中港國小,公立,[06]臺中市,[435]臺中市梧棲區大村里文明街100號,24.2409238 120.5556186
064745,市立東平國小,公立,[06]臺中市,[411]臺中市太平區中興東路213號,24.1323535 120.7235517
064746,市立文雅國小,公立,[06]臺中市,[428]臺中市大雅區文雅里中山北路235號,24.2202214 120.6461074
064747,市立新盛國小,公立,[06]臺中市,[423]臺中市東勢區新盛里新盛街342號,24.2435149 120.8318331
064748,市立大元國小,公立,[06]臺中市,[412]臺中市大里區現岱路60號,24.102755 120.6910628
064749,市立吉峰國小,公立,[06]臺中市,[413]臺中市霧峰區吉峰里民生路349號,24.0785896 120.7183212
064750,市立新平國小,公立,[06]臺中市,[411]臺中市太平區樹孝路336巷9號,24.154775 120.719806
064751,市立葫蘆墩國小,公立,[06]臺中市,[420]臺中市豐原區葫蘆墩一街250號,24.2608831 120.7144729
064752,市立永隆國小,公立,[06]臺中市,[412]臺中市大里區永隆五街2號,24.1110095 120.6777128
064753,市立美群國小,公立,[06]臺中市,[412]臺中市大里區美群路99號,24.0841635 120.7088252
064754,市立吳厝國小,公立,[06]臺中市,[436]臺中市清水區吳厝里吳厝路35號,24.2681673 120.5978208
064755,市立山陽國小,公立,[06]臺中市,[432]臺中市大肚區榮華街630號,24.1636103 120.5442967
064756,市立立新國小,公立,[06]臺中市,[412]臺中市大里區立仁里立新街338號,24.10543 120.6995666
064757,市立大德國小,公立,[06]臺中市,[435]臺中市梧棲區大村里文昌路343號,24.2435748 120.5426484
064758,市立車籠埔國小,公立,[06]臺中市,[411]臺中市太平區光明路10-2 號,24.1099496 120.7319265
064759,市立福陽國小,公立,[06]臺中市,[420]臺中市豐原區南陽路綠山巷83號,24.2422556 120.7352858
064760,市立頭家國小,公立,[06]臺中市,[427]臺中市潭子區得福街185號,24.1970264 120.6962245
064761,市立瑞井國小,公立,[06]臺中市,[432]臺中市大肚區瑞井里華山路680號,24.159343 120.5675724
064762,市立東新國小,公立,[06]臺中市,[423]臺中市東勢區東蘭路1之1號,24.2607993 120.8272567
064763,市立光復國(中)小,公立,[06]臺中市,[413]臺中市霧峰區柳豐路535號,24.0432256 120.6895598
064764,市立長億國小,公立,[06]臺中市,[411]臺中市太平區太平三街295號,24.113422 120.715536
064765,市立六寶國小,公立,[06]臺中市,[428]臺中市大雅區光復路15之2號,24.2391623 120.6367392
190601,國立臺中教大附小,公立,[19]臺中市,[404]臺中市北區民權路220號,24.143766 120.6740542
191602,私立育仁國小,私立,[19]臺中市,[404]臺中市北區錦祥里雙十路二段50號,24.1567814 120.6906318
191604,私立慎齋小學,私立,[19]臺中市,[406]臺中市北屯區山西路二段270號,24.1758599 120.6767035
191605,私立明道普霖斯頓小學,私立,[19]臺中市,[406]臺中市北屯區河北路三段16號,24.1771753 120.6838645
191606,私立麗喆國(中)小,私立,[19]臺中市,[407]臺中市西屯區國安二路242巷199號,24.1947933 120.6138543
193601,市立中區光復國小,公立,[19]臺中市,[400]臺中市中區三民路二段148號,24.144027 120.6814649
193602,市立臺中國小,公立,[19]臺中市,[401]臺中市東區台中路153號,24.1315004 120.6846391
193603,市立大智國小,公立,[19]臺中市,[401]臺中市東區大智路359號,24.1289094 120.6905318
193604,市立東區成功國小,公立,[19]臺中市,[401]臺中市東區旱溪西路一段300號,24.1371661 120.6997102
193605,市立進德國小,公立,[19]臺中市,[401]臺中市東區進化路135號,24.1452521 120.6941979
193606,市立力行國小,公立,[19]臺中市,[401]臺中市東區進化路223號,24.1508576 120.6941376
193607,市立樂業國小,公立,[19]臺中市,[401]臺中市東區樂業路60號,24.1378791 120.6949246
193608,市立忠孝國小,公立,[19]臺中市,[403]臺中市西區三民路一段171號,24.1374117 120.6741257
193609,市立忠信國小,公立,[19]臺中市,[403]臺中市西區林森路155號,24.1391036 120.668765
193610,市立大同國小,公立,[19]臺中市,[403]臺中市西區自由路一段138號,24.1357762 120.6779283
193611,市立忠明國小,公立,[19]臺中市,[403]臺中市西區臺灣大道二段556號,24.1594602 120.6601425
193612,市立西區中正國小,公立,[19]臺中市,[403]臺中市西區英才路423號,24.1520351 120.6658984
193613,市立南區和平國小,公立,[19]臺中市,[402]臺中市南區復興路二段57號,24.1203129 120.660113
193614,市立國光國小,公立,[19]臺中市,[402]臺中市南區國光路261號,24.1255308 120.679866
193615,市立信義國小,公立,[19]臺中市,[402]臺中市南區五權南路325號,24.1216138 120.6697485
193616,市立北區太平國小,公立,[19]臺中市,[404]臺中市北區太平路74號,24.149031 120.6818069
193617,市立北區中華國小,公立,[19]臺中市,[404]臺中市北區漢口路三段2號,24.1664958 120.6659806
193618,市立篤行國小,公立,[19]臺中市,[404]臺中市北區篤行路321號,24.1548606 120.6732167
193619,市立健行國小,公立,[19]臺中市,[404]臺中市北區健行路666號,24.159414 120.6736342
193620,市立省三國小,公立,[19]臺中市,[404]臺中市北區崇德路一段107號,24.1598347 120.6847874
193621,市立西屯國小,公立,[19]臺中市,[407]臺中市西屯區西屯路二段300號,24.1792355 120.6404629
193622,市立西屯區泰安國小,公立,[19]臺中市,[407]臺中市西屯區環中路二段368號,24.1939352 120.6439446
193623,市立大鵬國小,公立,[19]臺中市,[407]臺中市西屯區中平路268號,24.176992 120.6648233
193624,市立西屯區永安國小,公立,[19]臺中市,[407]臺中市西屯區西屯路三段133號,24.1848454 120.6250818
193625,市立協和國小,公立,[19]臺中市,[407]臺中市西屯區協和里安和路99號,24.1702562 120.6199018
193626,市立大仁國小,公立,[19]臺中市,[407]臺中市西屯區重慶路200號,24.1675502 120.6580611
193627,市立南屯國小,公立,[19]臺中市,[408]臺中市南屯區黎明路一段968號,24.1367871 120.6372844
193628,市立鎮平國小,公立,[19]臺中市,[408]臺中市南屯區黎明路一段425號,24.1217055 120.6292213
193629,市立文山國小,公立,[19]臺中市,[408]臺中市南屯區忠勇路97號,24.1493359 120.6153954
193630,市立春安國小,公立,[19]臺中市,[408]臺中市南屯區春安路109號,24.134804 120.608314
193631,市立黎明國小,公立,[19]臺中市,[408]臺中市南屯區黎明路二段555號,24.1577223 120.633997
193632,市立北屯國小,公立,[19]臺中市,[406]臺中市北屯區進化北路2號,24.1630266 120.6917194
193633,市立僑孝國小,公立,[19]臺中市,[406]臺中市北屯區北屯路435號,24.1775592 120.699778
193634,市立四張犁國小,公立,[19]臺中市,[406]臺中市北屯區后庄路910號(四張犁),24.193147 120.678023
193635,市立松竹國小,公立,[19]臺中市,[406]臺中市北屯區昌平路二段12號,24.1809371 120.6899332
193636,市立軍功國小,公立,[19]臺中市,[406]臺中市北屯區和平里軍福十三路300號,24.1727967 120.719513
193637,市立北屯區大坑國小,公立,[19]臺中市,[406]臺中市北屯區東山路二段112號,24.1963669 120.7478171
193638,市立逢甲國小,公立,[19]臺中市,[406]臺中市北屯區北坑巷60號,24.168473 120.758949
193639,市立建功國小,公立,[19]臺中市,[406]臺中市北屯區軍和街43號,24.1757955 120.7161303
193640,市立北屯區新興國小,公立,[19]臺中市,[406]臺中市北屯區新興路20號,24.1943803 120.6623661
193641,市立仁愛國小,公立,[19]臺中市,[406]臺中市北屯區四平路71號,24.1802836 120.6718033
193642,市立立人國小,公立,[19]臺中市,[404]臺中市北區北平路一段60號,24.171566 120.668865
193643,市立北屯區文昌國小,公立,[19]臺中市,[406]臺中市北屯區昌平路一段91號,24.1693653 120.6918425
193644,市立大勇國小,公立,[19]臺中市,[403]臺中市西區忠明南路515號,24.1344766 120.6575355
193645,市立重慶國小,公立,[19]臺中市,[407]臺中市西屯區重慶路358號,24.170732 120.6639614
193646,市立南屯區東興國小,公立,[19]臺中市,[408]臺中市南屯區大隆路71號,24.1560468 120.6530707
193647,市立文心國小,公立,[19]臺中市,[406]臺中市北屯區文心路四段575號,24.1730188 120.6828275
193648,市立四維國小,公立,[19]臺中市,[406]臺中市北屯區文心路四段956號,24.1708359 120.6952561
193649,市立何厝國小,公立,[19]臺中市,[407]臺中市西屯區重慶路1號,24.1633266 120.6543234
193650,市立國安國小,公立,[19]臺中市,[407]臺中市西屯區國祥街1號,24.1935782 120.6090812
193651,市立上石國小,公立,[19]臺中市,[407]臺中市西屯區西屯路二段上石南6巷25號,24.173666 120.643417
193652,市立大新國小,公立,[19]臺中市,[408]臺中市南屯區文心路一段280號,24.1460168 120.646957
193653,市立陳平國小,公立,[19]臺中市,[406]臺中市北屯區陳平路58號,24.1852051 120.6676042
193654,市立賴厝國小,公立,[19]臺中市,[404]臺中市北區漢口路四段168號,24.1669163 120.6786554
193655,市立永春國小,公立,[19]臺中市,[408]臺中市南屯區永春東路288號,24.1349272 120.647639
193656,市立惠文國小,公立,[19]臺中市,[408]臺中市南屯區公益路二段300號,24.1516558 120.6382574
193657,市立樹義國小,公立,[19]臺中市,[402]臺中市南區福田路11號,24.1113481 120.6576498
193658,市立東光國小,公立,[19]臺中市,[406]臺中市北屯區東光路926號,24.171603 120.7013501
193659,市立上安國小,公立,[19]臺中市,[407]臺中市西屯區上安路156號,24.1720157 120.6391851
193660,市立仁美國小,公立,[19]臺中市,[406]臺中市北屯區崇德路三段568號,24.1918534 120.686606
193661,市立長安國小,公立,[19]臺中市,[407]臺中市西屯區櫻花路18號,24.1691048 120.6530785
193662,市立惠來國小,公立,[19]臺中市,[407]臺中市西屯區文中路168號,24.1645965 120.6491903
193663,市立大墩國小,公立,[19]臺中市,[408]臺中市南屯區向上路二段201號,24.1467848 120.6394581
193664,市立東海國小,公立,[19]臺中市,[407]臺中市西屯區國際街75號,24.1854575 120.5945132
064501,市立豐原國中,公立,[06]臺中市,[420]臺中市豐原區三豐路467號,24.2643919 120.720275
064502,市立豐東國中,公立,[06]臺中市,[420]臺中市豐原區豐東路75號,24.2476881 120.7296033
064503,市立豐南國中,公立,[06]臺中市,[420]臺中市豐原區豐南街151號,24.239139 120.7167661
064504,市立潭子國中,公立,[06]臺中市,[427]臺中市潭子區潭興路二段419巷1號,24.2101962 120.708342
064505,市立大雅國中,公立,[06]臺中市,[428]臺中市大雅區學府路280號,24.2241825 120.6495485
064506,市立神岡國中,公立,[06]臺中市,[429]臺中市神岡區社南里中山路627號,24.2475323 120.6810426
064507,市立后里國中,公立,[06]臺中市,[421]臺中市后里區眉山里第三鄰中眉路169號,24.3075799 120.695216
064509,市立外埔國中,公立,[06]臺中市,[438]臺中市外埔區大同里甲后路505號,24.3331137 120.6519117
064510,市立大甲國中,公立,[06]臺中市,[437]臺中市大甲區育英路186號,24.353289 120.6224064
064511,市立日南國中,公立,[06]臺中市,[437]臺中市大甲區中山路二段69-11號,24.3779599 120.6523384
064512,市立大安國中,公立,[06]臺中市,[439]臺中市大安區松雅里大安港路691號,24.3736694 120.5983982
064513,市立清水國中,公立,[06]臺中市,[436]臺中市清水區鰲峰路250號,24.267959 120.562458
064514,市立清泉國中,公立,[06]臺中市,[436]臺中市清水區菁埔里臨海路27之2號,24.3057714 120.5924801
064515,市立沙鹿國中,公立,[06]臺中市,[433]臺中市沙鹿區中正街1號,24.2352085 120.5633508
064516,市立梧棲國中,公立,[06]臺中市,[435]臺中市梧棲區文化里民生街12號,24.2526699 120.5322385
064517,市立龍井國中,公立,[06]臺中市,[434]臺中市龍井區觀光路9號,24.1922742 120.5440933
064518,市立四箴國中,公立,[06]臺中市,[434]臺中市龍井區中沙路2號,24.1795403 120.5760326
064519,市立大道國中,公立,[06]臺中市,[432]臺中市大肚區仁德路60號,24.1469514 120.5488364
064520,市立烏日國中,公立,[06]臺中市,[414]臺中市烏日區新興路457號,24.1054413 120.6207385
064521,市立溪南國中,公立,[06]臺中市,[414]臺中市烏日區溪南路一段731號,24.0721933 120.6442611
064522,市立霧峰國中,公立,[06]臺中市,[413]臺中市霧峰區國中路110號,24.0673817 120.6888231
064523,市立光復國中(小),公立,[06]臺中市,[413]臺中市霧峰區南柳里柳豐路535號,24.0430055 120.6895412
064525,市立太平國中,公立,[06]臺中市,[411]臺中市太平區中山路二段116號,24.1470785 120.7025178
